Тип жилья,Кол-во комнат,Станция метро,Время в пути,Этаж,Общая площадь комнат,Наличие ремонта,Год постройки,Срок сдачи,Тип дома,Цена
Вторичка,1-комн,Дмитровская,7 мин. пешком,4,"41,2",Евроремонт,2017,,Монолитный,12 700 000 
Новостройка,Студия,Авиамоторная,10 мин. пешком,7,"20,6",,,2020,Монолитный,6 624 960 
Вторичка,1-комн,Багратионовская,7 мин. пешком,10,52,Евроремонт,2015,,Монолитный,17 500 000 
Вторичка,1-комн,Филевский парк,3 мин. пешком,5,27,Дизайнерский,1974,,Панельный,7 190 000 
Вторичка,1-комн,Автозаводская,10 мин. пешком,8,32,Евроремонт,1966,,Кирпичный,7 950 000 
Вторичка Пентхаус,5-комн,Дмитровская,10 мин. пешком,46,185,,2018,,Монолитный,36 799 200 
Вторичка,5-комн,Курская,6 мин. пешком,5,200,Без ремонта,2009,,Монолитный,115 000 000 
Новостройка Апартаменты,1-комн,Комсомольская,9 мин. пешком,16,"45,1",,2017,2017,Монолитный,14 657 500 
Новостройка,2-комн,Выставочная,7 мин. пешком,7,"83,1",,,2020,,29 583 600 
Новостройка,2-комн,Выставочная,7 мин. пешком,6,83,,,2020,Монолитный,29 133 000 
Вторичка Апартаменты,1-комн,Водный стадион,10 мин. пешком,12,44,Косметический,2015,,Монолитный,10 300 000 
Вторичка,2-комн,Волжская,15 мин. пешком,4,"47,7",Косметический,1976,,Панельный,7 700 000 
Новостройка,1-комн,Китай-город,15 мин. пешком,2,"50,4",,,2020,Монолитный,27 387 057 
Новостройка,3-комн,Китай-город,15 мин. пешком,6,"110,7",,,2020,Монолитный,66 206 681 
Новостройка,1-комн,Китай-город,15 мин. пешком,6,"54,8",,,2020,Монолитный,31 903 299 
Новостройка,2-комн,Китай-город,15 мин. пешком,6,"60,4",,,2020,Монолитный,33 114 722 
Новостройка,2-комн,Китай-город,15 мин. пешком,6,"70,2",,,2020,Монолитный,42 679 353 
Новостройка,3-комн,Китай-город,15 мин. пешком,3,"143,8",,,2020,Монолитный,79 898 012 
Новостройка,3-комн,Китай-город,15 мин. пешком,4,"135,4",,,2020,Монолитный,77 022 290 
Новостройка,2-комн,Китай-город,15 мин. пешком,7,"72,6",,,2020,Монолитный,55 182 534 
Новостройка,2-комн,Зябликово,4 мин. пешком,22,"59,9",,,2021,Монолитный,10 449 052 
Новостройка,Студия,Зябликово,4 мин. пешком,30,"20,2",,,2021,Монолитный,5 605 298 
Новостройка,1-комн,Зябликово,4 мин. пешком,11,"41,3",,,2021,,8 779 967 
Новостройка,1-комн,Зябликово,4 мин. пешком,21,"39,6",,,2021,,8 296 232 
Новостройка,Студия,Зябликово,4 мин. пешком,13,"24,5",,,2021,Монолитный,6 403 810 
Новостройка,1-комн,Зябликово,4 мин. пешком,13,"41,5",,,2021,,9 286 870 
Новостройка,3-комн,Зябликово,4 мин. пешком,11,"75,6",,,2021,,15 084 468 
Новостройка,1-комн,Зябликово,4 мин. пешком,15,"39,2",,,2021,,8 859 200 
Новостройка,Студия,Зябликово,4 мин. пешком,2,"25,1",,,2021,Монолитный,5 617 982 
Новостройка,Студия,Зябликово,4 мин. пешком,17,"24,3",,,2021,Монолитный,5 923 854 
Новостройка,1-комн,Зябликово,4 мин. пешком,25,"40,4",,,2021,Монолитный,8 259 053 
Новостройка,1-комн,Зябликово,4 мин. пешком,21,"41,3",,,2021,Монолитный,8 106 430 
Новостройка,Студия,Зябликово,4 мин. пешком,2,33,,,2021,Монолитный,7 260 000 
Новостройка,1-комн,Зябликово,4 мин. пешком,2,"42,2",,,2021,Монолитный,7 960 608 
Новостройка,2-комн,Зябликово,4 мин. пешком,2,"60,5",,,2021,Монолитный,10 193 621 
Новостройка,Студия,Зябликово,4 мин. пешком,16,"25,6",,,2021,Монолитный,6 376 704 
Новостройка,2-комн,Авиамоторная,5 мин. на транспорте,4,"75,4",,,2021,Монолитный,14 261 901 
Новостройка,Студия,Авиамоторная,5 мин. на транспорте,3,"24,8",,,2021,Монолитный,7 083 616 
Вторичка,2-комн,Кантемировская,14 мин. пешком,5,"44,1",Косметический,1967,,Панельный,7 700 000 
Новостройка,1-комн,Авиамоторная,5 мин. на транспорте,2,47,,,2021,Монолитный,10 480 337 
Новостройка,1-комн,Авиамоторная,5 мин. на транспорте,15,"40,9",,,2021,Монолитный,10 554 265 
Новостройка,1-комн,Авиамоторная,5 мин. на транспорте,12,"40,3",,,2021,Монолитный,10 258 986 
Новостройка,1-комн,Авиамоторная,5 мин. на транспорте,3,"46,3",,,2021,Монолитный,10 648 062 
Новостройка,1-комн,Авиамоторная,5 мин. на транспорте,8,"31,9",,,2021,Монолитный,8 800 267 
Новостройка,Студия,Авиамоторная,5 мин. на транспорте,9,"25,2",,,2021,Монолитный,7 297 428 
Вторичка,3-комн,Аэропорт,15 мин. пешком,16,100,Евроремонт,2008,,Монолитный,27 990 000 
Вторичка,1-комн,Калужская,4 мин. на транспорте,24,"42,4",Косметический,2008,,,10 700 000 
Вторичка,1-комн,Комсомольская,3 мин. на транспорте,7,30,Косметический,1966,,Кирпичный,8 200 000 
Вторичка,3-комн,Кузьминки,7 мин. пешком,10,120,Евроремонт,2004,,Монолитный,26 500 000 
Новостройка,3-комн,Авиамоторная,5 мин. на транспорте,6,"98,9",,,2019,,23 003 095 
Новостройка,1-комн,Авиамоторная,5 мин. на транспорте,4,"56,6",,,2019,,14 519 402 
Вторичка,3-комн,Беляево,,6,105,Дизайнерский,2004,,Монолитный,32 000 000 
Вторичка,1-комн,Фили,13 мин. пешком,16,48,Без ремонта,,,,13 000 000 
Вторичка,1-комн,Ясенево,15 мин. пешком,4,"32,2",Косметический,1978,,Монолитный,6 500 000 
Вторичка,4-комн,Теплый Стан,10 мин. пешком,2,67,Косметический,1972,,Панельный,10 950 000 
Вторичка,3-комн,ЦСКА,5 мин. пешком,15,"122,8",Без ремонта,2017,,Монолитный,35 170 000 
Вторичка,3-комн,ЦСКА,5 мин. пешком,12,"122,8",Без ремонта,2017,,Монолитный,34 415 000 
Вторичка,2-комн,ЦСКА,5 мин. пешком,5,"82,1",Без ремонта,2017,,Монолитный,26 050 000 
Вторичка,3-комн,Динамо,7 мин. пешком,12,92,Без ремонта,2018,,,25 500 000 
Вторичка,2-комн,ЦСКА,5 мин. пешком,9,82,Без ремонта,2017,,Монолитный,26 590 000 
Вторичка,3-комн,Ростокино,10 мин. пешком,30,97,Без ремонта,2015,,Монолитный,17 900 000 
Вторичка,3-комн,Ростокино,10 мин. пешком,7,"126,4",Без ремонта,2015,,Монолитный,21 580 000 
Вторичка,1-комн,Динамо,7 мин. пешком,11,38,Без ремонта,2018,,,13 900 000 
Вторичка,2-комн,Ботанический сад,2 мин. на транспорте,2,"52,3",Евроремонт,1979,,Панельный,10 050 000 
Вторичка,1-комн,Улица 1905 года,10 мин. пешком,11,"49,8",Дизайнерский,2018,,Монолитный,18 990 000 
Вторичка,1-комн,Шипиловская,8 мин. пешком,9,33,Косметический,1977,,Панельный,5 900 000 
Вторичка Апартаменты,3-комн,Деловой центр,3 мин. пешком,24,185,Дизайнерский,,,,93 911 328 
Вторичка,3-комн,Площадь Ильича,15 мин. пешком,3,"99,5",Без ремонта,,,,22 000 000 
Вторичка,2-комн,Царицыно,17 мин. пешком,6,45,Косметический,1968,,Блочный,7 150 000 
Вторичка,2-комн,Динамо,9 мин. пешком,24,"57,2",,2017,,Монолитный,18 000 000 
Новостройка Апартаменты,1-комн,Технопарк,2 мин. пешком,15,"25,88",,,,,8 400 000 
Новостройка Апартаменты,1-комн,Технопарк,2 мин. пешком,21,"37,57",,,,,12 300 000 
Новостройка Апартаменты,1-комн,Технопарк,2 мин. пешком,19,"29,72",,,,,10 030 000 
Новостройка Апартаменты,1-комн,Технопарк,2 мин. пешком,24,"18,93",,,,,7 200 000 
Вторичка,1-комн,Каширская,<1 мин. на транспорте,1,39,Косметический,1982,,Панельный,7 000 000 
Вторичка,1-комн,Каширская,17 мин. пешком,2,30,Косметический,1960,,Кирпичный,6 200 000 
Новостройка,2-комн,Белорусская,10 мин. пешком,2,"107,6",,,2018,,42 678 336 
Новостройка,3-комн,Белорусская,10 мин. пешком,3,"117,7",,,2018,,47 381 887 
Новостройка,Квартира свободной планировки,Белорусская,11 мин. пешком,8,"345,1",,,2019,Монолитный,186 283 568 
Новостройка,4-комн,Белорусская,11 мин. пешком,2,"153,3",,,2019,,65 560 420 
Новостройка,2-комн,Белорусская,11 мин. пешком,7,"87,6",,,2019,,43 576 324 
Вторичка Апартаменты,2-комн,Белорусская,13 мин. пешком,3,59,Евроремонт,,,,26 500 000 
Новостройка,3-комн,Выставочная,7 мин. пешком,2,"111,3",,,2020,,37 842 000 
Новостройка,2-комн,Выставочная,7 мин. пешком,8,"83,1",,,2020,,29 417 400 
Новостройка,2-комн,Чеховская,7 мин. пешком,2,"132,4",,,2020,,198 600 000 
Вторичка,2-комн,Новые Черемушки,12 мин. пешком,14,"67,7",Евроремонт,2007,,Блочный,19 500 000 
Вторичка,3-комн,Первомайская,11 мин. пешком,6,66,Косметический,1968,,Блочный,12 000 000 
Вторичка,2-комн,Бульвар Дмитрия Донского,5 мин. на транспорте,20,"43,8",Косметический,2005,,Панельный,7 500 000 
Вторичка Пентхаус,Многокомнатная квартира,Юго-Западная,4 мин. на транспорте,38,440,,2010,,Монолитный,79 000 000 
Вторичка,2-комн,Китай-город,14 мин. пешком,6,75,Без ремонта,,,,42 640 000 
